year,geo,naics,hours_worked
2012,Ontario,Educational services [61],33.8
2013,Ontario,Educational services [61],33.7
2014,Ontario,Educational services [61],32.6
2015,Ontario,Educational services [61],33.3
2016,Ontario,Educational services [61],33.1
2017,Ontario,Educational services [61],32.4
2018,Ontario,Educational services [61],32.3
2019,Ontario,Educational services [61],31.9
2020,Ontario,Educational services [61],32.7
1987,Ontario,Health care and social assistance [62],33.2
1988,Ontario,Health care and social assistance [62],33.7
1989,Ontario,Health care and social assistance [62],33.8
1990,Ontario,Health care and social assistance [62],33.6
1991,Ontario,Health care and social assistance [62],33.3
1992,Ontario,Health care and social assistance [62],32.5
1993,Ontario,Health care and social assistance [62],32.8
1994,Ontario,Health care and social assistance [62],32.8
1995,Ontario,Health care and social assistance [62],33
1996,Ontario,Health care and social assistance [62],33
1997,Ontario,Health care and social assistance [62],33.6
1998,Ontario,Health care and social assistance [62],33.1
1999,Ontario,Health care and social assistance [62],33.7
2000,Ontario,Health care and social assistance [62],33.7
2001,Ontario,Health care and social assistance [62],33.6
2002,Ontario,Health care and social assistance [62],33.3
2003,Ontario,Health care and social assistance [62],32.7
2004,Ontario,Health care and social assistance [62],33.3
2005,Ontario,Health care and social assistance [62],33.2
2006,Ontario,Health care and social assistance [62],33
2007,Ontario,Health care and social assistance [62],33.4
2008,Ontario,Health care and social assistance [62],33.4
2009,Ontario,Health care and social assistance [62],33.1
2010,Ontario,Health care and social assistance [62],33.1
2011,Ontario,Health care and social assistance [62],33.3
2012,Ontario,Health care and social assistance [62],33.5
2013,Ontario,Health care and social assistance [62],33.1
2014,Ontario,Health care and social assistance [62],32.5
2015,Ontario,Health care and social assistance [62],32.9
2016,Ontario,Health care and social assistance [62],33
2017,Ontario,Health care and social assistance [62],33.3
2018,Ontario,Health care and social assistance [62],34.1
2019,Ontario,Health care and social assistance [62],33.4
2020,Ontario,Health care and social assistance [62],33.6
1987,Ontario,"Information, culture and recreation [51, 71]",36.1
1988,Ontario,"Information, culture and recreation [51, 71]",36.3
1989,Ontario,"Information, culture and recreation [51, 71]",36
1990,Ontario,"Information, culture and recreation [51, 71]",35.8
1991,Ontario,"Information, culture and recreation [51, 71]",35.3
1992,Ontario,"Information, culture and recreation [51, 71]",33.7
1993,Ontario,"Information, culture and recreation [51, 71]",34.7
1994,Ontario,"Information, culture and recreation [51, 71]",34.1
1995,Ontario,"Information, culture and recreation [51, 71]",34.4
1996,Ontario,"Information, culture and recreation [51, 71]",35.3
1997,Ontario,"Information, culture and recreation [51, 71]",35.4
1998,Ontario,"Information, culture and recreation [51, 71]",34.7
1999,Ontario,"Information, culture and recreation [51, 71]",35.1
2000,Ontario,"Information, culture and recreation [51, 71]",35.1
2001,Ontario,"Information, culture and recreation [51, 71]",35.3
2002,Ontario,"Information, culture and recreation [51, 71]",33.9
2003,Ontario,"Information, culture and recreation [51, 71]",32.7
2004,Ontario,"Information, culture and recreation [51, 71]",33.4
2005,Ontario,"Information, culture and recreation [51, 71]",33.7
2006,Ontario,"Information, culture and recreation [51, 71]",33.1
2007,Ontario,"Information, culture and recreation [51, 71]",33.7
2008,Ontario,"Information, culture and recreation [51, 71]",33.4
2009,Ontario,"Information, culture and recreation [51, 71]",33
2010,Ontario,"Information, culture and recreation [51, 71]",32.1
2011,Ontario,"Information, culture and recreation [51, 71]",33
2012,Ontario,"Information, culture and recreation [51, 71]",32.5
2013,Ontario,"Information, culture and recreation [51, 71]",32.4
2014,Ontario,"Information, culture and recreation [51, 71]",32.1
2015,Ontario,"Information, culture and recreation [51, 71]",32.8
2016,Ontario,"Information, culture and recreation [51, 71]",32.4
2017,Ontario,"Information, culture and recreation [51, 71]",31.5
2018,Ontario,"Information, culture and recreation [51, 71]",31.8
2019,Ontario,"Information, culture and recreation [51, 71]",31.4
2020,Ontario,"Information, culture and recreation [51, 71]",32.8
1987,Ontario,Accommodation and food services [72],32.6
1988,Ontario,Accommodation and food services [72],33
1989,Ontario,Accommodation and food services [72],32.6
1990,Ontario,Accommodation and food services [72],32.2
1991,Ontario,Accommodation and food services [72],31
1992,Ontario,Accommodation and food services [72],31.4
1993,Ontario,Accommodation and food services [72],31.3
1994,Ontario,Accommodation and food services [72],32
1995,Ontario,Accommodation and food services [72],31.2
1996,Ontario,Accommodation and food services [72],31.7
1997,Ontario,Accommodation and food services [72],30.7
1998,Ontario,Accommodation and food services [72],32.4
1999,Ontario,Accommodation and food services [72],32.1
2000,Ontario,Accommodation and food services [72],31.4
2001,Ontario,Accommodation and food services [72],30.5
2002,Ontario,Accommodation and food services [72],30.3
2003,Ontario,Accommodation and food services [72],30.9
2004,Ontario,Accommodation and food services [72],31.1
2005,Ontario,Accommodation and food services [72],30.3
2006,Ontario,Accommodation and food services [72],30.2
2007,Ontario,Accommodation and food services [72],30.6
2008,Ontario,Accommodation and food services [72],30
2009,Ontario,Accommodation and food services [72],29.2
2010,Ontario,Accommodation and food services [72],28.7
2011,Ontario,Accommodation and food services [72],28.7
2012,Ontario,Accommodation and food services [72],29.2
2013,Ontario,Accommodation and food services [72],29.2
2014,Ontario,Accommodation and food services [72],29.6
2015,Ontario,Accommodation and food services [72],29.5
2016,Ontario,Accommodation and food services [72],29.7
2017,Ontario,Accommodation and food services [72],29.2
2018,Ontario,Accommodation and food services [72],29.3
2019,Ontario,Accommodation and food services [72],28.6
2020,Ontario,Accommodation and food services [72],27.4
1987,Ontario,Other services (except public administration) [81],36.1
1988,Ontario,Other services (except public administration) [81],36.5
1989,Ontario,Other services (except public administration) [81],37.2
1990,Ontario,Other services (except public administration) [81],36.6
1991,Ontario,Other services (except public administration) [81],35.9
1992,Ontario,Other services (except public administration) [81],34.6
1993,Ontario,Other services (except public administration) [81],35.6
1994,Ontario,Other services (except public administration) [81],35.8
1995,Ontario,Other services (except public administration) [81],35.4
1996,Ontario,Other services (except public administration) [81],36.3
1997,Ontario,Other services (except public administration) [81],35.7
1998,Ontario,Other services (except public administration) [81],36.1
1999,Ontario,Other services (except public administration) [81],36.1
2000,Ontario,Other services (except public administration) [81],36.5
2001,Ontario,Other services (except public administration) [81],36.7
2002,Ontario,Other services (except public administration) [81],35.6
2003,Ontario,Other services (except public administration) [81],35
2004,Ontario,Other services (except public administration) [81],35.6
2005,Ontario,Other services (except public administration) [81],36.5
2006,Ontario,Other services (except public administration) [81],35.6
2007,Ontario,Other services (except public administration) [81],35.7
2008,Ontario,Other services (except public administration) [81],35.3
2009,Ontario,Other services (except public administration) [81],34.7
2010,Ontario,Other services (except public administration) [81],34.6
2011,Ontario,Other services (except public administration) [81],35.4
2012,Ontario,Other services (except public administration) [81],35.5
2013,Ontario,Other services (except public administration) [81],35.6
2014,Ontario,Other services (except public administration) [81],35.2
2015,Ontario,Other services (except public administration) [81],34.7
2016,Ontario,Other services (except public administration) [81],35.3
2017,Ontario,Other services (except public administration) [81],34.8
2018,Ontario,Other services (except public administration) [81],34.9
2019,Ontario,Other services (except public administration) [81],34.5
2020,Ontario,Other services (except public administration) [81],33.6
1987,Manitoba,Construction [23],40.5
1988,Manitoba,Construction [23],40.9
1989,Manitoba,Construction [23],41.1
1990,Manitoba,Construction [23],41
1991,Manitoba,Construction [23],39.8
1992,Manitoba,Construction [23],38.4
1993,Manitoba,Construction [23],38.9
1994,Manitoba,Construction [23],40.5
1995,Manitoba,Construction [23],40.1
1996,Manitoba,Construction [23],40.8
1997,Manitoba,Construction [23],41.1
1998,Manitoba,Construction [23],40.7
1999,Manitoba,Construction [23],40.3
2000,Manitoba,Construction [23],41.6
2001,Manitoba,Construction [23],41.4
2002,Manitoba,Construction [23],39.8
2003,Manitoba,Construction [23],39.6
2004,Manitoba,Construction [23],40.2
2005,Manitoba,Construction [23],39.5
2006,Manitoba,Construction [23],41
2007,Manitoba,Construction [23],41.8
2008,Manitoba,Construction [23],40.6
2009,Manitoba,Construction [23],39
2010,Manitoba,Construction [23],39.5
2011,Manitoba,Construction [23],40.3
2012,Manitoba,Construction [23],40.5
2013,Manitoba,Construction [23],40
2014,Manitoba,Construction [23],39.9
2015,Manitoba,Construction [23],40.3
2016,Manitoba,Construction [23],39.9
2017,Manitoba,Construction [23],40.7
2018,Manitoba,Construction [23],41
2019,Manitoba,Construction [23],39.8
2020,Manitoba,Construction [23],39.3
1987,Manitoba,Manufacturing [31-33],38.5
1988,Manitoba,Manufacturing [31-33],39.4
1989,Manitoba,Manufacturing [31-33],40.4
1990,Manitoba,Manufacturing [31-33],39.9
1991,Manitoba,Manufacturing [31-33],38.8
1992,Manitoba,Manufacturing [31-33],38.3
1993,Manitoba,Manufacturing [31-33],38.7
1994,Manitoba,Manufacturing [31-33],39.7
1995,Manitoba,Manufacturing [31-33],39.2
1996,Manitoba,Manufacturing [31-33],39.3
1997,Manitoba,Manufacturing [31-33],39.8
1998,Manitoba,Manufacturing [31-33],39.6
1999,Manitoba,Manufacturing [31-33],39.1
2000,Manitoba,Manufacturing [31-33],39.8
2001,Manitoba,Manufacturing [31-33],39.8
2002,Manitoba,Manufacturing [31-33],39.3
2003,Manitoba,Manufacturing [31-33],39.1
2004,Manitoba,Manufacturing [31-33],39.2
2005,Manitoba,Manufacturing [31-33],39.1
2006,Manitoba,Manufacturing [31-33],39.3
2007,Manitoba,Manufacturing [31-33],40.1
2008,Manitoba,Manufacturing [31-33],39
2009,Manitoba,Manufacturing [31-33],38.3
2010,Manitoba,Manufacturing [31-33],38.7
2011,Manitoba,Manufacturing [31-33],39.2
2012,Manitoba,Manufacturing [31-33],39.7
2013,Manitoba,Manufacturing [31-33],39.1
2014,Manitoba,Manufacturing [31-33],38.4
2015,Manitoba,Manufacturing [31-33],38.6
2016,Manitoba,Manufacturing [31-33],38.5
2017,Manitoba,Manufacturing [31-33],39
2018,Manitoba,Manufacturing [31-33],39.5
2019,Manitoba,Manufacturing [31-33],38.5
2020,Manitoba,Manufacturing [31-33],38.4
1987,Manitoba,"Wholesale and retail trade		 [41, 44-45]",33.7
1988,Manitoba,"Wholesale and retail trade		 [41, 44-45]",34.2
1989,Manitoba,"Wholesale and retail trade		 [41, 44-45]",35.3
1990,Manitoba,"Wholesale and retail trade		 [41, 44-45]",35.2
1991,Manitoba,"Wholesale and retail trade		 [41, 44-45]",33.3
1992,Manitoba,"Wholesale and retail trade		 [41, 44-45]",32.8
1993,Manitoba,"Wholesale and retail trade		 [41, 44-45]",33.4
