year,geo,occ,wage_rate
2017,Manitoba,Senior management occupations [00],1598.38
2018,Manitoba,Senior management occupations [00],1589.07
1997,Manitoba,Specialized middle management occupations [01-05],830.32
1998,Manitoba,Specialized middle management occupations [01-05],813.27
1999,Manitoba,Specialized middle management occupations [01-05],927.11
2000,Manitoba,Specialized middle management occupations [01-05],961.57
2001,Manitoba,Specialized middle management occupations [01-05],1017.52
2002,Manitoba,Specialized middle management occupations [01-05],1060.56
2003,Manitoba,Specialized middle management occupations [01-05],1078.37
2004,Manitoba,Specialized middle management occupations [01-05],1128.85
2005,Manitoba,Specialized middle management occupations [01-05],1112.5
2006,Manitoba,Specialized middle management occupations [01-05],1180.4
2007,Manitoba,Specialized middle management occupations [01-05],1279.08
2008,Manitoba,Specialized middle management occupations [01-05],1286.75
2009,Manitoba,Specialized middle management occupations [01-05],1312.91
2010,Manitoba,Specialized middle management occupations [01-05],1368.68
2011,Manitoba,Specialized middle management occupations [01-05],1392.91
2012,Manitoba,Specialized middle management occupations [01-05],1416.08
2013,Manitoba,Specialized middle management occupations [01-05],1476.32
2014,Manitoba,Specialized middle management occupations [01-05],1465.63
2015,Manitoba,Specialized middle management occupations [01-05],1525.38
2016,Manitoba,Specialized middle management occupations [01-05],1645.32
2017,Manitoba,Specialized middle management occupations [01-05],1655.5
2018,Manitoba,Specialized middle management occupations [01-05],1679.05
1997,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],637.06
1998,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],622.61
1999,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],682.16
2000,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],724.79
2001,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],763.51
2002,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],858.02
2003,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],773.26
2004,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],833.88
2005,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],887.45
2006,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],917.8
2007,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],911.76
2008,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],953.52
2009,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],930.49
2010,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],978.03
2011,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],995.06
2012,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],1162.77
2013,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],1100
2014,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],1105.88
2015,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],1145.51
2016,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],1256.46
2017,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],1249.85
2018,Manitoba,Middle management occupations in retail and wholesale trade and customer services [06],1212.51
1997,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",747.85
1998,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",777.93
1999,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",914.18
2000,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",925.58
2001,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",970.16
2002,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",1027.07
2003,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",974.4
2004,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",971.48
2005,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",1025.33
2006,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",1054.51
2007,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",1158.97
2008,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",1282.73
2009,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",1202.56
2010,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",1283.31
2011,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",1196.26
2012,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",1396.89
2013,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",1389.09
2014,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",1382.2
2015,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",1527.52
2016,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",1555.61
2017,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",1596.21
2018,Manitoba,"Middle management occupations in trades, transportation, production and utilities [07-09]",1557.58
1997,Manitoba,"Business, finance and administration occupations [1]",496.16
1998,Manitoba,"Business, finance and administration occupations [1]",502.12
1999,Manitoba,"Business, finance and administration occupations [1]",514.11
2000,Manitoba,"Business, finance and administration occupations [1]",523.77
2001,Manitoba,"Business, finance and administration occupations [1]",524.01
2002,Manitoba,"Business, finance and administration occupations [1]",551.29
2003,Manitoba,"Business, finance and administration occupations [1]",577.21
2004,Manitoba,"Business, finance and administration occupations [1]",594.9
2005,Manitoba,"Business, finance and administration occupations [1]",620.43
2006,Manitoba,"Business, finance and administration occupations [1]",637.11
2007,Manitoba,"Business, finance and administration occupations [1]",658.58
2008,Manitoba,"Business, finance and administration occupations [1]",684.86
2009,Manitoba,"Business, finance and administration occupations [1]",712.47
2010,Manitoba,"Business, finance and administration occupations [1]",719.4
2011,Manitoba,"Business, finance and administration occupations [1]",744.76
2012,Manitoba,"Business, finance and administration occupations [1]",752.58
2013,Manitoba,"Business, finance and administration occupations [1]",790.13
2014,Manitoba,"Business, finance and administration occupations [1]",795.31
2015,Manitoba,"Business, finance and administration occupations [1]",824.75
2016,Manitoba,"Business, finance and administration occupations [1]",855.05
2017,Manitoba,"Business, finance and administration occupations [1]",875.44
2018,Manitoba,"Business, finance and administration occupations [1]",893.65
