year,geo,naics,wage_rate
2011,British Columbia,Other services (except public administration) [81],1133.96
2012,British Columbia,Other services (except public administration) [81],1195.9
2013,British Columbia,Other services (except public administration) [81],1226.22
2014,British Columbia,Other services (except public administration) [81],1208.19
2015,British Columbia,Other services (except public administration) [81],1243.94
2016,British Columbia,Other services (except public administration) [81],1322.97
2017,British Columbia,Other services (except public administration) [81],1334.25
2018,British Columbia,Other services (except public administration) [81],1300.62
2019,British Columbia,Other services (except public administration) [81],1392.13
2020,British Columbia,Other services (except public administration) [81],1475.35
1997,Manitoba,Other services (except public administration) [81],629.93
1998,Manitoba,Other services (except public administration) [81],645.97
1999,Manitoba,Other services (except public administration) [81],659.96
2000,Manitoba,Other services (except public administration) [81],685.15
2001,Manitoba,Other services (except public administration) [81],716.43
2002,Manitoba,Other services (except public administration) [81],721.73
2003,Manitoba,Other services (except public administration) [81],733.49
2004,Manitoba,Other services (except public administration) [81],745.47
2005,Manitoba,Other services (except public administration) [81],756.45
2006,Manitoba,Other services (except public administration) [81],776.47
2007,Manitoba,Other services (except public administration) [81],809.04
2008,Manitoba,Other services (except public administration) [81],823.68
2009,Manitoba,Other services (except public administration) [81],833.59
2010,Manitoba,Other services (except public administration) [81],878.47
2011,Manitoba,Other services (except public administration) [81],877.23
2012,Manitoba,Other services (except public administration) [81],893.07
2013,Manitoba,Other services (except public administration) [81],880.08
2014,Manitoba,Other services (except public administration) [81],887.47
2015,Manitoba,Other services (except public administration) [81],924.4
2016,Manitoba,Other services (except public administration) [81],952.2
2017,Manitoba,Other services (except public administration) [81],966.3
2018,Manitoba,Other services (except public administration) [81],955.48
2019,Manitoba,Other services (except public administration) [81],988.16
2020,Manitoba,Other services (except public administration) [81],1034.02
1997,New Brunswick,Other services (except public administration) [81],436.86
1998,New Brunswick,Other services (except public administration) [81],451.45
1999,New Brunswick,Other services (except public administration) [81],458.11
2000,New Brunswick,Other services (except public administration) [81],482.64
2001,New Brunswick,Other services (except public administration) [81],495.43
2002,New Brunswick,Other services (except public administration) [81],499.71
2003,New Brunswick,Other services (except public administration) [81],503.08
2004,New Brunswick,Other services (except public administration) [81],523.24
2005,New Brunswick,Other services (except public administration) [81],538.43
2006,New Brunswick,Other services (except public administration) [81],549.05
2007,New Brunswick,Other services (except public administration) [81],552.4
2008,New Brunswick,Other services (except public administration) [81],566.02
2009,New Brunswick,Other services (except public administration) [81],593.4
2010,New Brunswick,Other services (except public administration) [81],605.22
2011,New Brunswick,Other services (except public administration) [81],609.1
2012,New Brunswick,Other services (except public administration) [81],618.99
2013,New Brunswick,Other services (except public administration) [81],629.56
2014,New Brunswick,Other services (except public administration) [81],656.32
2015,New Brunswick,Other services (except public administration) [81],695.18
2016,New Brunswick,Other services (except public administration) [81],712.93
2017,New Brunswick,Other services (except public administration) [81],710.15
2018,New Brunswick,Other services (except public administration) [81],739.93
2019,New Brunswick,Other services (except public administration) [81],757.39
2020,New Brunswick,Other services (except public administration) [81],806.22
1997,Newfoundland and Labrador,Other services (except public administration) [81],219.92
1998,Newfoundland and Labrador,Other services (except public administration) [81],224.66
1999,Newfoundland and Labrador,Other services (except public administration) [81],246.93
2000,Newfoundland and Labrador,Other services (except public administration) [81],253.63
2001,Newfoundland and Labrador,Other services (except public administration) [81],259.35
2002,Newfoundland and Labrador,Other services (except public administration) [81],266.38
2003,Newfoundland and Labrador,Other services (except public administration) [81],283.59
2004,Newfoundland and Labrador,Other services (except public administration) [81],277.31
2005,Newfoundland and Labrador,Other services (except public administration) [81],289.01
2006,Newfoundland and Labrador,Other services (except public administration) [81],302.74
2007,Newfoundland and Labrador,Other services (except public administration) [81],296.34
2008,Newfoundland and Labrador,Other services (except public administration) [81],331.22
2009,Newfoundland and Labrador,Other services (except public administration) [81],326.56
2010,Newfoundland and Labrador,Other services (except public administration) [81],326.11
2011,Newfoundland and Labrador,Other services (except public administration) [81],356.87
2012,Newfoundland and Labrador,Other services (except public administration) [81],360.44
2013,Newfoundland and Labrador,Other services (except public administration) [81],369.95
2014,Newfoundland and Labrador,Other services (except public administration) [81],385.26
2015,Newfoundland and Labrador,Other services (except public administration) [81],392.83
2016,Newfoundland and Labrador,Other services (except public administration) [81],395.98
2017,Newfoundland and Labrador,Other services (except public administration) [81],407.85
2018,Newfoundland and Labrador,Other services (except public administration) [81],423.44
2019,Newfoundland and Labrador,Other services (except public administration) [81],455.92
2020,Newfoundland and Labrador,Other services (except public administration) [81],488.09
1997,Nova Scotia,Other services (except public administration) [81],298.97
1998,Nova Scotia,Other services (except public administration) [81],305.57
1999,Nova Scotia,Other services (except public administration) [81],321.53
2000,Nova Scotia,Other services (except public administration) [81],354.62
2001,Nova Scotia,Other services (except public administration) [81],383.42
2002,Nova Scotia,Other services (except public administration) [81],355.49
2003,Nova Scotia,Other services (except public administration) [81],372.34
2004,Nova Scotia,Other services (except public administration) [81],409.8
2005,Nova Scotia,Other services (except public administration) [81],434.19
2006,Nova Scotia,Other services (except public administration) [81],456.92
2007,Nova Scotia,Other services (except public administration) [81],440.01
2008,Nova Scotia,Other services (except public administration) [81],471.09
2009,Nova Scotia,Other services (except public administration) [81],467.87
2010,Nova Scotia,Other services (except public administration) [81],497.95
2011,Nova Scotia,Other services (except public administration) [81],573.21
2012,Nova Scotia,Other services (except public administration) [81],537.43
2013,Nova Scotia,Other services (except public administration) [81],532.12
2014,Nova Scotia,Other services (except public administration) [81],586.23
2015,Nova Scotia,Other services (except public administration) [81],587.08
2016,Nova Scotia,Other services (except public administration) [81],571.77
2017,Nova Scotia,Other services (except public administration) [81],567.46
2018,Nova Scotia,Other services (except public administration) [81],572.87
2019,Nova Scotia,Other services (except public administration) [81],595.62
2020,Nova Scotia,Other services (except public administration) [81],596.67
1997,Ontario,Other services (except public administration) [81],486.63
1998,Ontario,Other services (except public administration) [81],497.71
1999,Ontario,Other services (except public administration) [81],514.81
2000,Ontario,Other services (except public administration) [81],527.93
2001,Ontario,Other services (except public administration) [81],556.56
2002,Ontario,Other services (except public administration) [81],556.23
2003,Ontario,Other services (except public administration) [81],577.53
2004,Ontario,Other services (except public administration) [81],611.79
2005,Ontario,Other services (except public administration) [81],598.7
2006,Ontario,Other services (except public administration) [81],602.13
2007,Ontario,Other services (except public administration) [81],660.59
2008,Ontario,Other services (except public administration) [81],708.25
2009,Ontario,Other services (except public administration) [81],686.07
2010,Ontario,Other services (except public administration) [81],741.44
2011,Ontario,Other services (except public administration) [81],749.31
2012,Ontario,Other services (except public administration) [81],771.59
2013,Ontario,Other services (except public administration) [81],824.28
2014,Ontario,Other services (except public administration) [81],915.44
2015,Ontario,Other services (except public administration) [81],897.12
2016,Ontario,Other services (except public administration) [81],877.76
2017,Ontario,Other services (except public administration) [81],871
2018,Ontario,Other services (except public administration) [81],895.58
2019,Ontario,Other services (except public administration) [81],887.02
2020,Ontario,Other services (except public administration) [81],925.28
1997,Prince Edward Island,Other services (except public administration) [81],640.17
1998,Prince Edward Island,Other services (except public administration) [81],623.47
1999,Prince Edward Island,Other services (except public administration) [81],615.5
2000,Prince Edward Island,Other services (except public administration) [81],624.53
2001,Prince Edward Island,Other services (except public administration) [81],636.22
2002,Prince Edward Island,Other services (except public administration) [81],669.99
2003,Prince Edward Island,Other services (except public administration) [81],672.16
2004,Prince Edward Island,Other services (except public administration) [81],704.06
2005,Prince Edward Island,Other services (except public administration) [81],719.26
2006,Prince Edward Island,Other services (except public administration) [81],770.49
2007,Prince Edward Island,Other services (except public administration) [81],737.05
2008,Prince Edward Island,Other services (except public administration) [81],792.95
2009,Prince Edward Island,Other services (except public administration) [81],826.08
2010,Prince Edward Island,Other services (except public administration) [81],875.25
2011,Prince Edward Island,Other services (except public administration) [81],908.54
2012,Prince Edward Island,Other services (except public administration) [81],926.07
2013,Prince Edward Island,Other services (except public administration) [81],938.1
2014,Prince Edward Island,Other services (except public administration) [81],985.2
2015,Prince Edward Island,Other services (except public administration) [81],995.93
2016,Prince Edward Island,Other services (except public administration) [81],992.83
2017,Prince Edward Island,Other services (except public administration) [81],1073.01
2018,Prince Edward Island,Other services (except public administration) [81],1058.76
2019,Prince Edward Island,Other services (except public administration) [81],1042.29
2020,Prince Edward Island,Other services (except public administration) [81],1106.44
1997,Quebec,Other services (except public administration) [81],466.31
1998,Quebec,Other services (except public administration) [81],479.83
1999,Quebec,Other services (except public administration) [81],507.58
2000,Quebec,Other services (except public administration) [81],525.6
2001,Quebec,Other services (except public administration) [81],555.7
2002,Quebec,Other services (except public administration) [81],554.29
2003,Quebec,Other services (except public administration) [81],577.4
2004,Quebec,Other services (except public administration) [81],549.76
2005,Quebec,Other services (except public administration) [81],567.78
2006,Quebec,Other services (except public administration) [81],655.58
2007,Quebec,Other services (except public administration) [81],626.66
2008,Quebec,Other services (except public administration) [81],705.18
2009,Quebec,Other services (except public administration) [81],707.79
2010,Quebec,Other services (except public administration) [81],693.62
2011,Quebec,Other services (except public administration) [81],724.63
2012,Quebec,Other services (except public administration) [81],757.98
2013,Quebec,Other services (except public administration) [81],707.49
2014,Quebec,Other services (except public administration) [81],762.48
2015,Quebec,Other services (except public administration) [81],808.1
2016,Quebec,Other services (except public administration) [81],807.26
2017,Quebec,Other services (except public administration) [81],909.65
2018,Quebec,Other services (except public administration) [81],869.39
2019,Quebec,Other services (except public administration) [81],897.95
2020,Quebec,Other services (except public administration) [81],889.55
1997,Saskatchewan,Other services (except public administration) [81],447.4
1998,Saskatchewan,Other services (except public administration) [81],481.62
